Year,Chart,Artist,Song,Genre,Original Genre
1990,53,Do You Remember,Phil Collins,rock,mellow gold rock drums soft rock
1990,54,Ready or Not,After 7,funk,contemporary r&b funk neo soul
1990,55,U Can't Touch This,MC Hammer,hip hop,hip hop hip house rap
1990,56,I Wish It Would Rain Down,Phil Collins,rock,mellow gold rock drums soft rock
1990,57,Just Between You and Me,Lou Gramm,rock,album rock mellow gold soft rock
1990,58,Something Happened on the Way to Heaven,Phil Collins,rock,mellow gold rock drums soft rock
1990,59,Black Cat,Janet Jackson,soul,dance pop hip pop neo soul
1990,60,Can't Stop,After 7,funk,contemporary r&b funk neo soul
1990,61,Janie's Got a Gun,Aerosmith,rock,album rock classic rock hard rock
1990,62,The Humpty Dance,Digital Underground,funk,conscious hip hop funk gangster rap
1990,63,I'll Be Your Shelter,Taylor Dayne,pop,dance pop hi-nrg new wave pop
1990,64,Free Fallin',Tom Petty,rock,album rock classic rock country rock
1990,65,Giving You the Benefit,Pebbles,N/A,
1990,66,Enjoy the Silence,Depeche Mode,rock,dance rock new romantic new wave
1990,67,Love Song,Tesla,rock,album rock classic rock glam metal
1990,68,Price of Love,Bad English,rock,album rock glam metal hard rock
1990,69,Girls Nite Out,Tyler Collins,N/A,
1990,70,King of Wishful Thinking,Go West,N/A,mellow gold new romantic new wave
1990,71,What Kind of Man Would I Be?,Chicago,rock,adult standards album rock classic rock
1990,72,I Remember You,Skid Row,rock,album rock glam metal hard rock
1990,73,Get Up! (Before the Night Is Over),Technotronic featuring Ya Kid K,pop,eurodance europop hip house
1990,74,Here We Are,Gloria Estefan,rock,latin pop new wave pop soft rock
1990,75,Epic,Faith No More,rock,alternative metal alternative rock funk metal
1990,76,Love Takes Time,Mariah Carey,pop,dance pop urban contemporary
1990,77,Just Like Jesse James,Cher,pop,dance pop hollywood new wave pop
1990,78,Love Shack,The B 52s,rock,art rock dance rock new romantic
1990,79,All or Nothing,Milli Vanilli,N/A,new jack swing
1990,80,Romeo,Dino,rock,alternative pop alternative rock blues rock
1990,81,Everybody Everybody,Black Box,pop,diva house eurodance europop
1990,82,I Go to Extremes,Billy Joel,rock,classic rock mellow gold piano rock
1990,83,Whip Appeal,Babyface,hip hop,detroit trap trap
1990,84,Oh Girl,Paul Young,pop,europop mellow gold new romantic
1990,85,C'mon and Get My Love,D Mob featuring Cathy Dennis,dance,classic house hip house
1990,86,(It's Just) The Way That You Love Me,Paula Abdul,rock,dance pop new wave pop soft rock
1990,87,We Can't Go Wrong,The Cover Girls,N/A,freestyle
1990,88,When I'm Back on My Feet Again,Michael Bolton,rock,soft rock
1990,89,Make You Sweat,Keith Sweat,r&b,contemporary r&b neo soul new jack swing
1990,90,This One's for the Children,New Kids on the Block,N/A,boy band
1990,91,What It Takes,Aerosmith,rock,album rock classic rock hard rock
1990,92,Forever,Kiss,rock,album rock glam rock hard rock
1990,93,Jerk Out,The Time,rock,electro funk funk rock
1990,94,Just a Friend,Biz Markie,hip hop,east coast hip hop electro gangster rap
1990,95,Whole Wide World,A'Me Lorain,pop,russian dance pop russian pop
1990,96,Without You,Motley Crue,rock,glam metal hard rock metal
1990,97,Swing the Mood,Jive Bunny and the Mastermixers,N/A,novelty
1990,98,Thieves in the Temple,Prince,rock,funk funk rock minneapolis sound
1990,99,Mentirosa,Mellow Man Ace,hip hop,chicano rap
1990,100,Tic Tac Toe,Kyper,N/A,
1991,1,(Everything I Do) I Do It for You,Bryan Adams,rock,album rock canadian pop canadian singer-songwriter
1991,2,I Wanna Sex You Up,Color Me Badd,r&b,boy band contemporary r&b new jack swing
1991,3,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,dance,diva house eurodance hip house
1991,4,Rush Rush,Paula Abdul,rock,dance pop new wave pop soft rock
1991,5,One More Try,Timmy T,dance,australian dance big room edm
1991,6,Unbelievable,EMF,rock,britpop dance rock grebo
1991,7,More Than Words,Extreme,rock,album rock funk metal glam metal
1991,8,I Like the Way (The Kissing Game),Hi Five,r&b,boy band contemporary r&b hip pop
1991,9,The First Time,Surface,soul,bedroom soul pop
1991,10,Baby Baby,Amy Grant,adult standards,adult standards christian music
1991,11,Motownphilly,Boyz II Men,r&b,boy band contemporary r&b new jack swing
1991,12,Because I Love You (The Postman Song),Stevie B,N/A,freestyle
1991,13,Someday,Mariah Carey,pop,dance pop urban contemporary
1991,14,High Enough,Damn Yankees,rock,album rock classic rock glam metal
1991,15,From a Distance,Bette Midler,adult standards,adult standards mellow gold new wave pop
1991,16,All the Man That I Need,Whitney Houston,pop,dance pop pop urban contemporary
1991,17,"Right Here, Right Now",Jesus Jones,rock,britpop dance rock grebo
1991,18,I Adore Mi Amor,Color Me Badd,r&b,boy band contemporary r&b new jack swing
1991,19,Love Will Never Do (Without You),Janet Jackson,soul,dance pop hip pop neo soul
1991,20,Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway,N/A,
1991,21,Justify My Love,Madonna,pop,dance pop pop
1991,22,Emotions,Mariah Carey,pop,dance pop urban contemporary
1991,23,Joyride,Roxette,rock,europop new wave pop soft rock
1991,24,Romantic,Karyn White,r&b,contemporary r&b minneapolis sound new jack swing
1991,25,Hold You Tight,Tara Kemp,N/A,
1991,26,I Don't Wanna Cry,Mariah Carey,pop,dance pop urban contemporary
1991,27,You're in Love,Wilson Phillips,pop,girl group mellow gold new wave pop
1991,28,Every Heartbeat,Amy Grant,adult standards,adult standards christian music
1991,29,Sensitivity,Ralph Tresvant,r&b,contemporary r&b new jack swing quiet storm
1991,30,Touch Me (All Night Long),Cathy Dennis,dance,diva house freestyle hip house
1991,31,I've Been Thinking About You,Londonbeat,pop,eurodance europop hip house
1991,32,Do Anything,Natural Selection,N/A,minneapolis sound
1991,33,Losing My Religion,R.E.M.,rock,alternative rock athens indie classic rock
1991,34,Coming Out of the Dark,Gloria Estefan,rock,latin pop new wave pop soft rock
1991,35,It Ain't Over 'til It's Over,Lenny Kravitz,rock,permanent wave pop rock rock
1991,36,Here We Go,C+C Music Factory,dance,diva house eurodance hip house
1991,37,Where Does My Heart Beat Now,Celine Dion,pop,canadian pop
1991,38,Summertime,DJ Jazzy Jeff & The Fresh Prince,hip hop,gangster rap golden age hip hop hip hop
1991,39,Wind of Change,Scorpions,rock,album rock german hard rock german metal
1991,40,P.A.S.S.I.O.N.,Rythm Syndicate,N/A,medieval folk neoclassical darkwave video game music
1991,41,The Promise of a New Day,Paula Abdul,rock,dance pop new wave pop soft rock
1991,42,I'm Your Baby Tonight,Whitney Houston,pop,dance pop pop urban contemporary
1991,43,Love of a Lifetime,FireHouse,rock,album rock glam metal hard rock
1991,44,Fading Like a Flower (Every Time You Leave),Roxette,rock,europop new wave pop soft rock
1991,45,This House,Tracie Spencer,r&b,contemporary r&b new jack swing urban contemporary
1991,46,Hole Hearted,Extreme,rock,album rock funk metal glam metal
1991,47,Power of Love/Love Power,Luther Vandross,funk,contemporary r&b funk neo soul
1991,48,Impulsive,Wilson Phillips,pop,girl group mellow gold new wave pop
1991,49,Love Is a Wonderful Thing,Michael Bolton,rock,soft rock
1991,50,Rhythm of My Heart,Rod Stewart,rock,classic rock mellow gold soft rock
1991,51,Things That Make You Go Hmmm...,C+C Music Factory,dance,diva house eurodance hip house
1991,52,I Touch Myself,Divinyls,rock,australian alternative rock australian rock new wave pop
1991,53,Tom's Diner,DNA featuring Suzanne Vega,pop,lilith new wave pop permanent wave
1991,54,Iesha,Another Bad Creation,N/A,boy band new jack swing
1991,55,Something to Talk About,Bonnie Raitt,rock,classic rock country rock electric blues
1991,56,After the Rain,Nelson,rock,classic country pop country country rock
1991,57,Play That Funky Music,Vanilla Ice,hip hop,hip house miami hip hop
1991,58,Temptation,Corina,reggae,pop reggaeton pop venezolano trap latino
1991,59,Can't Stop This Thing We Started,Bryan Adams,rock,album rock canadian pop canadian singer-songwriter
1991,60,I Can't Wait Another Minute,Hi Five,r&b,boy band contemporary r&b hip pop
1991,61,3 a.m. Eternal,The KLF,dance,acid house ambient house big beat
1991,62,"Time, Love and Tenderness",Michael Bolton,rock,soft rock
1991,63,Sadeness (Part I),Enigma,latin,corrido musica mexicana norteno
1991,64,Around the Way Girl,LL Cool J,hip hop,east coast hip hop golden age hip hop hardcore hip hop
1991,65,I'll Be There,The Escape Club,N/A,
1991,66,Cream,Prince and The New Power Generation,rock,funk funk rock minneapolis sound
1991,67,Now That We Found Love,Heavy D & the Boyz,r&b,contemporary r&b east coast hip hop electro
1991,68,Show Me the Way,Styx,rock,album rock art rock classic rock
1991,69,Love Takes Time,Mariah Carey,pop,dance pop urban contemporary
1991,70,Cry for Help,Rick Astley,pop,europop new romantic new wave
1991,71,The Way You Do the Things You Do,UB40,reggae,reggae fusion uk reggae
1991,72,Here I Am (Come and Take Me),UB40,reggae,reggae fusion uk reggae
1991,73,Signs,Tesla,rock,album rock classic rock glam metal
1991,74,Too Many Walls,Cathy Dennis,dance,diva house freestyle hip house
1991,75,Crazy,Seal,soul,british soul
1991,76,I'll Give All My Love to You,Keith Sweat,r&b,contemporary r&b neo soul new jack swing
1991,77,Place in this World,Michael W. Smith,rock,ccm christian alternative rock christian music
1991,78,Something to Believe In,Poison,rock,album rock glam metal hard rock
1991,79,Wicked Game,Chris Isaak,N/A,mellow gold
1991,80,Get Here,Oleta Adams,soul,neo soul new wave pop quiet storm
1991,81,Round and Round,Tevin Campbell,r&b,contemporary r&b hip pop neo soul
1991,82,Silent Lucidity,Queensryche,rock,album rock classic rock glam metal
1991,83,I'm Not In Love,Will to Power,N/A,freestyle
1991,84,Piece of My Heart,Tara Kemp,N/A,
1991,85,Real Real Real,Jesus Jones,rock,britpop dance rock grebo
1991,86,Everybody Plays the Fool,Aaron Neville,soul,soul
1991,87,Just Another Dream,Cathy Dennis,dance,diva house freestyle hip house
1991,88,Strike It Up,Black Box,pop,diva house eurodance europop
1991,89,Rico Suave,Gerardo,latin,banda corrido musica mexicana
1991,90,Disappear,INXS,rock,australian rock classic rock dance rock
1991,91,Groove Is in the Heart,Deee Lite,dance,hip house
1991,92,All This Time,Sting,rock,permanent wave soft rock sophisti-pop
1991,93,The One and Only,Chesney Hawkes,pop,new wave pop
1991,94,O.P.P.,Naughty by Nature,hip hop,east coast hip hop gangster rap hardcore hip hop
1991,95,Freedom 90,George Michael,pop,dance pop new wave pop
1991,96,I Saw Red,Warrant,rock,album rock glam metal hard rock
1991,97,Miles Away,Winger,rock,album rock glam metal hard rock
1991,98,Do You Want Me,Salt n Pepa,hip hop,dance pop girl group golden age hip hop
1991,99,The Motown Song,Rod Stewart,rock,classic rock mellow gold soft rock
1991,100,Shiny Happy People,R.E.M.,rock,alternative rock athens indie classic rock
1992,1,End of the Road,Boyz II Men,r&b,boy band contemporary r&b new jack swing
1992,2,Baby Got Back,Sir Mix a Lot,hip hop,gangster rap hip hop hip house
1992,3,Jump,Kris Kross,hip hop,hip hop old school atlanta hip hop rap
1992,4,Save the Best for Last,Vanessa Williams,adult standards,adult standards contemporary r&b quiet storm
1992,5,Baby Baby Baby,TLC,r&b,atl hip hop contemporary r&b dance pop
1992,6,Tears in Heaven,Eric Clapton,rock,blues rock classic rock electric blues
1992,7,My Lovin' (You're Never Gonna Get It),En Vogue,r&b,contemporary r&b dance pop girl group
1992,8,Under the Bridge,Red Hot Chili Peppers,rock,alternative rock funk metal funk rock
1992,9,All 4 Love,Color Me Badd,r&b,boy band contemporary r&b new jack swing
1992,10,Just Another Day,Jon Secada,rock,soft rock
1992,11,I Love Your Smile,Shanice,r&b,contemporary r&b hip pop new jack swing
1992,12,To Be with You,Mr. Big,rock,glam metal hard rock pop rock
1992,13,I'm Too Sexy,Right Said Fred,pop,eurodance europop hip house
1992,14,Black or White,Michael Jackson,r&b,pop r&b soul
1992,15,Achy Breaky Heart,Billy Ray Cyrus,rock,country country rock
1992,16,I'll Be There,Mariah Carey,pop,dance pop urban contemporary
1992,17,November Rain,Guns N' Roses,rock,glam metal hard rock rock
1992,18,Life Is a Highway,Tom Cochrane,rock,canadian singer-songwriter classic canadian rock mellow gold
1992,19,Remember the Time,Michael Jackson,r&b,pop r&b soul
1992,20,Finally,CeCe Peniston,disco,disco house diva house hip house
1992,21,This Used to Be My Playground,Madonna,pop,dance pop pop
1992,22,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,rock,album rock art rock classic rock
1992,23,Can't Let Go,Mariah Carey,pop,dance pop urban contemporary
1992,24,Jump Around,House of Pain,hip hop,gangster rap hardcore hip hop hip hop
1992,25,Diamonds and Pearls,Prince and The New Power Generation,rock,funk funk rock minneapolis sound
1992,26,Don't Let the Sun Go Down on Me,George Michael and Elton John,pop,dance pop new wave pop
1992,27,Masterpiece,Atlantic Starr,disco,contemporary r&b disco funk
1992,28,If You Asked Me To,Celine Dion,pop,canadian pop
1992,29,Giving Him Something He Can Feel,En Vogue,r&b,contemporary r&b dance pop girl group
1992,30,Live and Learn,Joe Public,r&b,contemporary r&b new jack swing
1992,31,Come and Talk to Me,Jodeci,r&b,contemporary r&b hip hop hip pop
1992,32,Smells Like Teen Spirit,Nirvana,rock,alternative rock grunge permanent wave
1992,33,Humpin' Around,Bobby Brown,funk,contemporary r&b funk hip hop
1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,rock,lilith new wave pop pop rock
1992,35,Tell Me What You Want Me to Do,Tevin Campbell,r&b,contemporary r&b hip pop neo soul
1992,36,Ain't 2 Proud 2 Beg,TLC,r&b,atl hip hop contemporary r&b dance pop
1992,37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,r&b,boy band contemporary r&b new jack swing
1992,38,Move This,Technotronic featuring Ya Kid K,pop,eurodance europop hip house
1992,39,Bohemian Rhapsody,Queen,rock,classic rock glam rock rock
1992,40,Tennessee,Arrested Development,hip hop,alternative hip hop atl hip hop conscious hip hop
1992,41,The Best Things in Life Are Free,Luther Vandross and Janet Jackson,funk,contemporary r&b funk neo soul
1992,42,Make It Happen,Mariah Carey,pop,dance pop urban contemporary
1992,43,The One,Elton John,rock,glam rock mellow gold piano rock
1992,44,Set Adrift on Memory Bliss,P.M. Dawn,r&b,contemporary r&b
1992,45,Stay,Shakespears Sister,pop,candy pop new wave pop
1992,46,2 Legit 2 Quit,Hammer,rock,gothenburg metal hard rock melodic metal
1992,47,Please Don't Go,KWS,pop,dance pop pop post-teen pop
1992,48,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,funk,contemporary r&b funk hip pop
1992,49,Wishing on a Star,The Cover Girls,N/A,freestyle
1992,50,She's Playing Hard to Get,Hi Five,r&b,boy band contemporary r&b hip pop
1992,51,I'd Die Without You,P.M. Dawn,r&b,contemporary r&b
1992,52,Good for Me,Amy Grant,adult standards,adult standards christian music
1992,53,All I Want,Toad the Wet Sprocket,rock,alternative rock mellow gold neo mellow
1992,54,When a Man Loves a Woman,Michael Bolton,rock,soft rock
1992,55,I Can't Dance,Genesis,rock,album rock art rock classic rock
1992,56,Hazard,Richard Marx,rock,album rock mellow gold new wave pop
1992,57,Mysterious Ways,U2,rock,irish rock permanent wave rock
1992,58,Too Funky,George Michael,pop,dance pop new wave pop
1992,59,How Do You Talk to an Angel,The Heights,N/A,
1992,60,One,U2,rock,irish rock permanent wave rock
1992,61,Keep on Walkin',CeCe Peniston,disco,disco house diva house hip house
1992,62,Hold on My Heart,Genesis,rock,album rock art rock classic rock
1992,63,The Way I Feel About You,Karyn White,r&b,contemporary r&b minneapolis sound new jack swing
1992,64,Beauty and the Beast,Celine Dion and Peabo Bryson,rock,adult standards quiet storm soft rock
1992,65,Warm It Up,Kris Kross,hip hop,hip hop old school atlanta hip hop rap
1992,66,In the Closet,Michael Jackson,r&b,pop r&b soul
1992,67,People Everyday,Arrested Development,hip hop,alternative hip hop atl hip hop conscious hip hop
1992,68,No Son of Mine,Genesis,rock,album rock art rock classic rock
1992,69,Wildside,Marky Mark and the Funky Bunch,N/A,
1992,70,Do I Have to Say the Words?,Bryan Adams,rock,album rock canadian pop canadian singer-songwriter
1992,71,Friday I'm in Love,The Cure,rock,new wave permanent wave rock
1992,72,Everything About You,Ugly Kid Joe,rock,funk metal funk rock glam metal
